n_channels,channel_ids,max_n_sessions,session_ids,coverage,min_pair_r
160,26;136;113;126;99;97;19;102;100;101;104;55;39;115;119;10;2;117;128;6;135;123;52;41;98;152;16;114;124;8;57;29;24;121;137;147;36;141;56;54;33;159;118;133;132;107;103;134;23;112;93;154;146;160;151;18;125;28;82;150;158;122;149;71;120;129;46;66;37;45;105;83;48;87;7;65;31;140;153;111;14;4;156;145;80;130;84;69;30;53;108;78;11;110;109;63;15;9;59;127;64;27;155;144;47;35;142;94;70;21;25;116;148;95;77;67;72;44;143;74;1;91;139;131;89;90;106;3;20;38;79;68;76;157;73;60;5;61;92;81;50;40;62;43;96;58;85;88;86;13;34;138;42;75;17;51;22;49;12;32,1,20210204T131620,160,1.000000
