channel,array_name,n_sessions,median_pairwise_r,icc,sign_concordance,n_same_sign,si_mean,si_std,si_median_abs,si_pairwise_median_delta,stable,tuned_stable_rank
145,A5,10,0.08431061616222374,0.06396822051060749,0.5,5,0.08747650085219513,0.5653009204541887,0.49691415229766334,0.7018984038145688,False,
146,A5,10,0.16018955433624482,0.1302590098070977,0.6,6,-0.18860465140780397,0.3914838557497337,0.2553412294126405,0.4691656815643339,False,
147,A5,10,0.14904487505827002,0.0947106807540888,0.6,6,-0.17594944094122833,0.4243572763676861,0.2576036063237487,0.4290004263623597,False,
148,A5,9,-0.01892093985811677,-0.002319556177753355,0.5555555555555556,5,-0.019942213011068986,0.5144915014965113,0.2202810112638592,0.5013209319224715,False,
149,A5,10,0.1181021524902773,0.12270105842088405,0.7,7,0.3178675031147426,0.5569657186500961,0.5059175599172587,0.6016956938421936,False,
150,A5,10,0.13541423137373207,0.1498917821440889,0.5,5,-0.19348874221988505,0.41883274538104187,0.20499279218421176,0.40369980464978866,False,
151,A5,10,0.09639777776079028,0.11128045491957807,0.7,7,0.16854325701066558,0.4168350099615234,0.39467697078733366,0.3527541225927244,False,
152,A5,10,0.18948823739584672,0.1323011012937555,0.7,7,0.19087814108252615,0.238269279206923,0.20920111863907265,0.24254078499526416,False,4
153,A5,10,0.049844304039922176,0.031920607303289286,0.7,7,-0.06235322005188668,0.4036553805346344,0.2870680296888962,0.30546462304903815,False,
154,A5,10,0.11328820843697164,0.1292716014025816,0.5,5,-0.025783201192839722,0.38234710873722366,0.17486896503875077,0.32777553174039853,False,
155,A5,9,0.036249611065165166,0.007213145255000022,0.5555555555555556,5,0.03869141575057138,0.4957850339284222,0.2926535295175219,0.5796924847774381,False,
156,A5,9,0.0324944266807045,0.009153808461727156,0.6666666666666666,6,-0.02894060694716078,0.42568230103986426,0.2168405930417019,0.3430724246403586,False,
157,A5,9,0.06445900415627082,0.02674015087879803,0.5555555555555556,5,0.07169052642842713,0.39486180089465384,0.15085791105853988,0.3018464504220635,False,
158,A5,10,0.06830234819966877,0.027322041798441856,0.6,6,-0.1660073584279506,0.5119521688689479,0.2606830857470775,0.4705923162519887,False,
159,A5,10,0.19298873067221078,0.056634241871267144,0.6,6,0.0863898458329968,0.4233565729033327,0.2392366584090722,0.3796649486372372,False,
160,A5,10,0.10388990833362581,0.05656263497676596,0.7,7,-0.035441102978632906,0.4228489535737028,0.31168539752689955,0.38132962972593576,False,
