n_channels,channel_ids,max_n_sessions,session_ids,coverage,min_pair_r
159,85;146;64;68;25;32;26;43;22;71;27;76;11;19;63;1;66;15;122;70;9;61;77;82;95;18;21;62;30;31;47;138;67;17;60;134;41;142;3;13;81;46;45;93;38;78;130;87;75;14;12;153;140;52;137;105;94;69;148;83;92;29;23;147;7;28;4;80;16;136;34;139;118;59;53;10;115;74;51;5;79;65;133;113;121;42;20;88;124;117;131;72;89;111;103;149;155;160;135;55;101;158;48;98;128;8;37;44;156;24;108;54;151;90;116;109;57;106;141;56;58;126;104;84;110;152;102;96;49;159;119;145;107;39;120;143;33;40;50;129;150;157;144;123;99;154;91;36;6;73;114;132;100;125;97;35;86;112;127,1,20230330T133602,159,1.000000
