n_channels,channel_ids,max_n_sessions,session_ids,coverage,min_pair_r
153,71;147;82;95;38;139;148;18;85;47;32;15;130;29;67;69;22;70;64;137;62;68;13;30;11;77;63;153;43;122;140;19;17;138;60;87;134;26;98;80;59;141;44;9;84;41;142;81;25;76;93;121;56;88;23;83;146;66;27;96;126;89;149;42;31;39;75;113;156;136;14;48;105;51;65;21;20;61;1;12;97;78;45;54;24;10;57;111;86;28;58;53;107;49;155;135;94;91;4;154;132;160;144;72;46;6;103;33;40;152;52;150;55;8;119;158;143;104;34;109;73;108;127;159;106;157;123;100;74;110;2;145;112;37;101;133;118;102;79;151;36;99;124;116;128;129;114;120;115;50;90;3;125,1,20230609T101610,153,1.000000
