session_id,channel,array_name,si_a,si_b,delta_si,waveform_r,sign_a,sign_b,sign_flip,task_evoked_a,task_evoked_b
20230609T101610.A_Curius.B_VC.SCP_01,1,A1,0.2439180564659009,0.051648164033276024,-0.19226989243262488,0.25035810251351426,1,1,0,1,0
20230609T101610.A_Curius.B_VC.SCP_01,4,A1,0.020033877229583524,0.0831908898144044,0.06315701258482087,0.29381654514741207,1,1,0,1,1
20230609T101610.A_Curius.B_VC.SCP_01,6,A1,0.08059421997130627,0.03648440634500742,-0.044109813626298844,0.4707402454625696,1,1,0,1,1
20230609T101610.A_Curius.B_VC.SCP_01,8,A1,0.045009358642924796,0.2151174949277447,0.1701081362848199,-0.05049514126919429,1,1,0,1,1
20230609T101610.A_Curius.B_VC.SCP_01,9,A1,0.9361770222773884,1.0,0.06382297772261158,0.6465396267632518,1,1,0,1,1
20230609T101610.A_Curius.B_VC.SCP_01,10,A1,0.6560067929329827,0.7093418389179004,0.05333504598491767,0.3971120406695171,1,1,0,1,1
20230609T101610.A_Curius.B_VC.SCP_01,11,A1,0.4779884809880292,1.0,0.5220115190119707,0.5155958957992673,1,1,0,1,1
20230609T101610.A_Curius.B_VC.SCP_01,12,A1,0.37208245081165514,0.3345622182211966,-0.03752023259045856,0.011038419774451016,1,1,0,1,1
20230609T101610.A_Curius.B_VC.SCP_01,13,A1,0.592298904883389,0.16219583100554094,-0.4301030738778481,0.2065501043739967,1,1,0,1,1
20230609T101610.A_Curius.B_VC.SCP_01,14,A1,0.639004644789686,0.09959162871217617,-0.5394130160775098,0.21005846307021692,1,1,0,1,1
20230609T101610.A_Curius.B_VC.SCP_01,15,A1,1.0,-0.4245277492123844,-1.4245277492123845,0.333554901659474,1,-1,1,1,1
20230609T101610.A_Curius.B_VC.SCP_01,16,A1,0.5371379157786508,1.0,0.4628620842213492,0.3391609895595577,1,1,0,1,1
20230609T101610.A_Curius.B_VC.SCP_01,17,A1,0.6559496504464953,1.0,0.34405034955350466,0.5525508179315923,1,1,0,1,1
20230609T101610.A_Curius.B_VC.SCP_01,18,A1,0.16999589414656102,0.9376326640833443,0.7676367699367833,0.766261394651457,1,1,0,1,1
20230609T101610.A_Curius.B_VC.SCP_01,19,A1,-0.07500779037060819,0.649577823053155,0.7245856134237633,-0.05640563059779882,-1,1,1,1,1
20230609T101610.A_Curius.B_VC.SCP_01,22,A1,-0.042173655271983364,-0.10272692035317152,-0.060553265081188155,0.29181419939928893,-1,-1,0,1,1
20230609T101610.A_Curius.B_VC.SCP_01,23,A1,0.5995221488014728,0.25703867876107916,-0.34248347004039364,0.2870837978723715,1,1,0,1,1
20230609T101610.A_Curius.B_VC.SCP_01,24,A1,0.016851131597348846,-0.1983924932016997,-0.21524362479904854,0.3660069706122343,1,-1,1,1,1
20230609T101610.A_Curius.B_VC.SCP_01,25,A1,0.09472500621518302,0.540097621056402,0.445372614841219,-0.023716758585336322,1,1,0,1,1
20230609T101610.A_Curius.B_VC.SCP_01,26,A1,0.6055032929121458,1.0,0.3944967070878542,0.8492005817614912,1,1,0,1,1
20230609T101610.A_Curius.B_VC.SCP_01,27,A1,1.0,0.45081613338518356,-0.5491838666148164,0.1970213168808926,1,1,0,1,1
20230609T101610.A_Curius.B_VC.SCP_01,28,A1,0.5139841925991663,0.7739379273416569,0.2599537347424906,0.431584535654025,1,1,0,1,1
20230609T101610.A_Curius.B_VC.SCP_01,29,A1,0.9250062436558268,0.3654718087266516,-0.5595344349291753,0.36520783790227007,1,1,0,1,1
20230609T101610.A_Curius.B_VC.SCP_01,30,A1,1.0,0.6350045220942006,-0.36499547790579945,0.5811761152721081,1,1,0,1,1
20230609T101610.A_Curius.B_VC.SCP_01,31,A1,0.33937192347321443,-0.1496220091960015,-0.4889939326692159,0.4807724628472064,1,-1,1,1,1
20230609T101610.A_Curius.B_VC.SCP_01,32,A1,0.5299439987851784,0.2470395717519023,-0.2829044270332761,0.3517232673063671,1,1,0,1,1
20230609T101610.A_Curius.B_VC.SCP_01,33,A2,0.24104498602663496,-0.000938816367478491,-0.24198380239411346,0.003918780881163437,1,-1,1,0,0
20230609T101610.A_Curius.B_VC.SCP_01,34,A2,-0.18744114474045,0.021476358124969522,0.20891750286541955,0.010412805892049836,-1,1,1,0,0
20230609T101610.A_Curius.B_VC.SCP_01,36,A2,-1.0,0.24831255705647162,1.2483125570564717,0.14101979461412506,-1,1,1,1,0
20230609T101610.A_Curius.B_VC.SCP_01,37,A2,-0.22641016786181156,0.6452527629244552,0.8716629307862668,-0.19866626587855013,-1,1,1,0,0
20230609T101610.A_Curius.B_VC.SCP_01,38,A2,0.4159198445174765,1.0,0.5840801554825235,0.28218423007665305,1,1,0,1,1
20230609T101610.A_Curius.B_VC.SCP_01,39,A2,-0.9329667842109272,-0.4524396604085046,0.4805271238024226,0.25304126665086707,-1,-1,0,1,1
