channel,array_name,n_sessions,median_pairwise_r,icc,sign_concordance,n_same_sign,si_mean,si_std,stable
1,A1,10,0.00899835718598552,-0.01400272587483545,0.8,8,-0.3608485933700637,0.590230342716427,False
2,A1,10,0.16342959278146094,0.1586454533831039,0.6,6,-0.16165098718960572,0.5052141302482437,False
3,A1,10,0.01440429095512593,0.008293035001401628,0.7,7,-0.2741025729057374,0.6393665477989436,False
4,A1,10,0.22254027446195537,0.23909172854578295,0.7,7,0.4476944032281807,0.6083373936774085,False
5,A1,10,0.11927875684134058,0.072274284473616,0.9,9,-0.46106518628348514,0.3895813291832681,False
6,A1,10,0.07130774809190057,0.06645216938107079,0.8,8,-0.7593104530328727,0.43887960385365843,False
7,A1,10,0.12589174854405838,0.09931358864849174,0.8,8,-0.6139541256747434,0.5488887684327713,False
8,A1,10,0.2203506598061711,0.2814354341781994,1.0,10,-0.6630446374566058,0.352675977813027,False
9,A1,10,0.013942001825347335,-0.012987866353898389,0.7,7,-0.43254836969500615,0.5508951289380838,False
10,A1,10,0.2427105714158639,0.259978124947067,0.9,9,-0.6310115250097689,0.375745956794693,False
11,A1,10,0.03413149304026033,0.03557782457786247,0.6,6,-0.26560850854269275,0.6652866278725046,False
12,A1,10,-0.20307140262272125,-0.021612405305826744,0.6,6,0.22126247629451573,0.737896706329137,False
13,A1,10,0.005948288815347158,0.031848445121345,0.8,8,-0.2509640645597231,0.6382117795877341,False
14,A1,10,-0.006678295923195842,0.013785496282346982,0.8,8,-0.25192731239283883,0.3460036277989178,False
15,A1,10,-0.0481161794677608,-0.030440966098175513,0.5,5,0.06762466903548889,0.6041385425602125,False
16,A1,10,0.10191421532017837,0.08704728232797657,0.7,7,-0.22353272715360606,0.6071121472114113,False
17,A1,10,0.06564501773235702,0.07170480737905117,0.9,9,-0.5395281441373405,0.40635512767362586,False
18,A1,10,0.09065151471091652,0.02429110955914147,0.8,8,-0.33227576775822276,0.5594269687350403,False
19,A1,10,0.43411721659358543,0.4342577653791003,1.0,10,-0.46890592049674773,0.3712016293455372,False
20,A1,10,0.634509991612062,0.38066432223475966,0.7,7,-0.2465312874807776,0.36924542938060023,False
21,A1,10,0.04552349260173003,0.021127000677164425,1.0,10,-0.7235222535481187,0.31336886291441496,False
22,A1,10,-0.011081758651005452,0.0077811471126610875,0.8,8,-0.33312126437950185,0.518815137386716,False
23,A1,10,0.07968386273922626,0.037262275643439355,0.5,5,-0.30460339942538245,0.44802164731628197,False
24,A1,10,0.1467699883488208,0.1567229218265525,0.9,9,-0.4055370044374145,0.6200567829965046,False
25,A1,10,0.10729739507841433,0.07770745719765629,1.0,10,-0.5840504291671598,0.32782310567681705,False
26,A1,10,-0.01459269276933123,0.06449343424249379,0.5,5,0.10271035772193252,0.8937732081523411,False
27,A1,10,0.15411436784839638,0.09155656591294901,0.5,5,0.053967207913758884,0.8005943278255325,False
28,A1,10,0.228228420502461,0.12121329392590258,0.6,6,-0.38845625182740257,0.6885261808596038,False
29,A1,10,0.17527876023029274,0.10325600876469278,0.5,5,-0.20612545311106723,0.4736938644534439,False
30,A1,10,0.04653424183522759,0.02059249834254412,0.8,8,-0.29734834429642426,0.5093127067557967,False
31,A1,10,0.031502235382403036,0.013342492847873538,0.8,8,-0.25172751472105337,0.2835100917745286,False
32,A1,10,0.19070130818960565,0.10185100516519813,0.7,7,0.6008021472851827,0.5777464662661068,False
33,A2,10,0.12382382580388679,0.12566406063102892,0.9,9,-0.6097072922077688,0.42216076175324885,False
34,A2,10,0.10638284733188456,0.041573628086311765,0.5,5,-0.20610544823957616,0.37194320067054853,False
35,A2,10,-0.034383835415820775,-0.015861686721937576,0.7,7,-0.28443738811208785,0.6416966359913042,False
36,A2,10,0.13878836168094902,0.31225075146409326,0.8,8,0.10839558038904877,0.21249555767511505,False
37,A2,10,0.07812763386611817,0.08889553715063628,0.7,7,-0.25075279775319353,0.6285589837319532,False
38,A2,10,0.01486368975494181,0.004732958504380128,0.9,9,-0.4880558922805093,0.3566535437362047,False
39,A2,10,0.15841807182411213,0.18584684284194797,1.0,10,-0.27957465842896845,0.18974674962859825,False
40,A2,10,0.03644132616200984,0.00034332043860356263,0.9,9,-0.41027309944877716,0.6025776376112717,False
41,A2,10,0.19024545021903574,0.15042410109775975,0.5,5,-0.07489962707710882,0.5701411109279464,False
42,A2,10,0.12325580989212864,0.061110405008034406,0.5,5,0.013560082003731539,0.44196762861146205,False
43,A2,10,0.08753680262258222,0.2179359714452415,0.9,9,-0.4454494595859465,0.30256480443250044,False
44,A2,10,0.09583600650425879,0.031595988598777484,0.8,8,-0.3454353187650015,0.4869155840683266,False
45,A2,10,0.01666024349922747,-0.012847239047984722,0.5,5,-0.1133390888806078,0.7412599895550251,False
46,A2,10,0.11475138099926877,0.12104908251800937,0.9,9,-0.40901578546412665,0.46600502099598234,False
47,A2,10,0.09873510151693402,0.08139356426781184,0.7,7,-0.5273491401388923,0.48563504084531733,False
48,A2,10,-4.426699011979458e-05,0.012131062403796423,0.8,8,-0.3618249155482073,0.5489320877387659,False
49,A2,10,0.4193463455532473,0.25368182297014585,1.0,10,-0.7157326229350295,0.322305140690804,False
50,A2,10,0.09813395452798274,0.08658379577917477,0.6,6,0.1750591340198943,0.6288557050210568,False
51,A2,10,0.08039373726107511,0.01907453153311539,0.7,7,-0.39058976595707584,0.6911160832954681,False
52,A2,10,0.16805157307151966,0.1397811117778189,1.0,10,-0.505926463823315,0.27382965675469134,False
53,A2,10,-0.015177179632563726,0.0019421731392548064,0.8,8,-0.38384380741558904,0.625979093008429,False
54,A2,10,0.02842776224680381,0.12120027563328963,0.6,6,-0.2443936674955291,0.41369487380852454,False
55,A2,10,0.31587833291023787,0.2738207966977444,0.8,8,-0.31854029587815336,0.3349541351325159,False
56,A2,10,0.1089645147018035,0.1164536373597107,0.7,7,-0.22150226744363416,0.33179963825955683,False
57,A2,10,-0.025732044612474716,0.008712161359345136,0.7,7,-0.3206781570035142,0.6400454888014605,False
58,A2,10,-0.005500914198242161,0.008332399176601269,0.6,6,-0.13373785212589856,0.6862845657325245,False
