n_channels,channel_ids,max_n_sessions,session_ids,coverage,min_pair_r
160,126;54;28;19;49;20;125;103;113;117;120;6;121;153;26;128;12;124;55;107;99;10;39;127;24;118;97;146;25;41;135;8;139;88;14;63;160;36;111;145;133;60;119;147;154;2;37;151;83;33;4;74;46;116;71;23;59;106;42;93;102;29;11;155;122;100;58;137;34;85;16;149;30;21;47;101;98;114;22;112;43;105;152;132;73;45;61;140;131;17;90;130;1;136;159;144;50;87;157;5;89;158;150;115;129;15;40;52;75;141;67;65;81;48;123;156;64;35;72;80;104;95;38;142;96;44;148;3;62;70;82;13;92;110;94;51;53;143;84;31;66;32;7;76;77;91;78;18;79;57;109;27;86;134;56;9;69;68;108;138,1,20210204T131620,160,1.000000
