n_channels,channel_ids,max_n_sessions,session_ids,coverage,min_pair_r
159,38;85;71;68;47;61;67;146;77;64;69;122;66;121;32;70;76;62;31;78;105;25;30;29;22;75;11;15;142;134;82;20;16;80;21;130;148;138;13;81;95;93;27;79;63;137;26;44;19;9;43;140;147;17;24;59;12;153;91;10;139;23;7;60;46;94;52;141;156;88;123;89;72;56;133;28;40;39;74;18;6;36;97;144;48;14;45;41;92;149;84;125;132;111;57;96;136;106;98;145;115;55;90;102;101;53;160;135;87;37;54;1;50;151;5;65;103;99;51;152;83;8;73;119;49;58;116;143;4;42;109;114;112;107;158;100;108;128;104;33;34;3;124;157;127;155;113;159;126;150;35;131;118;129;120;110;117;86;154,1,20230330T133602,159,1.000000
