channel,array_name,n_sessions,median_pairwise_r,icc,sign_concordance,n_same_sign,si_mean,si_std,si_median_abs,si_pairwise_median_delta,stable
103,A4,9,0.0037452702592953,0.006772953177606067,0.6666666666666666,6,0.0013311698313868087,0.006120123476986956,0.002591374014691411,0.004181606847169164,False
104,A4,10,0.0741278805531421,0.030087465851615213,0.6,6,3.7525236174401126e-05,0.00938826093589134,0.0025357123898921,0.006392691971888966,False
105,A4,9,0.31410716549264817,0.22188338812517577,0.7777777777777778,7,-0.005221138146336388,0.004342750948759701,0.005622977043680577,0.004847455548718195,False
106,A4,10,0.041906011719363076,-0.01075055081032406,0.5,5,-0.0004327708146892994,0.009022084336192462,0.0020170904359087085,0.004124702818927538,False
107,A4,10,-0.019190473383199638,0.005368456588208458,0.5,5,0.0012232668842728652,0.005643919907588901,0.002074716647975248,0.006418765824409934,False
108,A4,10,-0.028890212103789583,-0.011716005955977672,0.5,5,0.0026351829993226765,0.006762638109721281,0.002284279503596503,0.003848315597858206,False
109,A4,10,-0.005619594436087383,0.01961699782274808,0.7,7,-0.0014155801128336292,0.002918421288669009,0.002549085401825071,0.0033361488451470454,False
110,A4,10,0.0013916852920803258,0.00323704388353473,0.6,6,0.0007462582360294309,0.004934956152968846,0.0022076220347045706,0.005613596275424248,False
111,A4,10,-0.047056311097363995,-0.005047032441136211,0.6,6,0.003171320392951011,0.009601121721169859,0.0010499375350830715,0.002099875070166143,False
112,A4,10,-0.022816140295863672,-0.0008492908010245706,0.6,6,0.0008418802747269382,0.008041054861587514,0.002267321193155475,0.007240864856200993,False
113,A4,5,0.01927213650645259,-0.0069558984420191325,0.8,4,-0.0045657914043844925,0.004640491373462756,0.0031138396256521466,0.004809923600855257,False
114,A4,10,0.11847287447727688,0.03395549768133044,0.7,7,-0.0025525487984740607,0.00978092004150436,0.0065674192013240335,0.00931055174403641,False
115,A4,6,-0.01745120984346301,0.005218530429949357,0.6666666666666666,4,-0.004998013765146443,0.01988106606398206,0.01628393390180481,0.023724550789491206,False
116,A4,9,0.04039802031833304,-0.008784611249062583,0.6666666666666666,6,-0.00458442069001715,0.007772332319831983,0.006835142349433689,0.008538613291095516,False
117,A4,3,0.0786633966352452,0.012119401358811522,0.6666666666666666,2,0.004379794854080659,0.020383583189774943,0.011230521756391686,0.04197495476935369,False
118,A4,10,0.004836526579963807,-0.005830098256736706,0.5,5,0.001926921421470292,0.007502911772853382,0.0016307653967231554,0.0035270205954574217,False
119,A4,10,0.041752581635424876,0.014814453937188082,0.8,8,-0.0035366236649390093,0.0066508661052048805,0.0026498042484482745,0.004983300566815832,False
