channel,array_name,n_sessions,median_pairwise_r,icc,sign_concordance,n_same_sign,si_mean,si_std,stable
112,A4,8,-0.05816328930055991,-0.018484558414264017,0.625,5,-0.11341863549848388,0.5984718001664543,False
113,A4,5,-0.07848712230196069,-0.055393490079915515,0.6,3,-0.18171012917783744,0.23854904287119544,False
114,A4,8,-0.030399340840960992,0.0012508716022647734,0.625,5,-0.10523416952291274,0.6254448883865841,False
115,A4,5,0.0867400768973104,0.08191394490155304,1.0,5,-0.14162843473523862,0.10623242185713072,False
116,A4,8,0.022399441998847476,0.007082141566493581,0.625,5,-0.15125312041616412,0.4600417384552796,False
117,A4,7,-0.0689931251703293,-0.0013503116552551649,0.5714285714285714,4,0.04898046086188578,0.5985830630265756,False
118,A4,7,0.09732919112086093,0.02028437160957437,0.7142857142857143,5,0.14027450960241677,0.35489259636461357,False
119,A4,8,0.0063710839761303775,0.026653824765756288,0.625,5,-0.30010102736988054,0.40308327544158873,False
120,A4,5,-0.039544481260116164,-0.006727516427526698,0.8,4,-0.44676553942303343,0.5387245074238916,False
121,A4,8,0.6326215090365118,0.5030451761451877,1.0,8,-0.29968168804808915,0.08875062223091847,True
122,A4,8,0.8372741037166951,0.7415376702135581,1.0,8,-0.5765304190250224,0.07031340901055755,True
123,A4,7,-0.11561442594499052,-0.07133319868894294,0.5714285714285714,4,-0.09721478386330255,0.5931820313943855,False
124,A4,7,-0.07650954671564446,-0.025233154802921414,0.5714285714285714,4,-0.10983597280523764,0.3476962754591252,False
125,A4,8,-0.0030759544738100664,-0.03765581641158767,0.5,4,0.3533808471516316,0.47080051384689975,False
126,A4,8,0.008097848668430059,0.005069266782953985,0.625,5,0.003892475477535816,0.40736673822743585,False
127,A4,7,-0.026878772309463533,-0.00881038369477777,0.7142857142857143,5,-0.11984327962937454,0.5602294326530675,False
128,A4,7,0.05196443870647727,0.03613479331627536,0.5714285714285714,4,-0.05441046077245093,0.42513714339368286,False
129,A5,7,0.08938325298071634,0.03205318544916779,0.8571428571428571,6,-0.17310585129015574,0.5894855612954772,False
130,A5,10,0.39165565679358577,0.26327085153608537,0.9,9,0.4084842768854757,0.3844002461694666,False
131,A5,5,0.001336983545380227,-0.03452269683911807,0.8,4,-0.18879696116717326,0.5778281933451993,False
132,A5,9,-0.02943890531581009,0.023747618138137933,0.6666666666666666,6,-0.17999415192388138,0.5776200436451364,False
133,A5,10,0.18866285706629746,0.13309543701152654,0.5,5,0.1714780921582015,0.6372904178031774,False
134,A5,10,0.3535165290713709,0.145386669863144,0.6,6,0.1333479908614612,0.6016683026503972,False
135,A5,10,-0.0025320363591437396,0.01839996714706359,0.7,7,0.2646616406427228,0.5739598969833622,False
136,A5,9,0.03540450997860344,0.029985997896333674,0.7777777777777778,7,0.1602953602043555,0.634915446680893,False
137,A5,10,0.262383389786898,0.2243730765484002,0.9,9,-0.39712925562864143,0.35456261650159615,False
138,A5,10,0.322851852290856,0.19700562990860168,0.6,6,0.009396401714700953,0.28045680239655785,False
139,A5,7,0.13791929165699715,0.14998886462261343,0.5714285714285714,4,-0.016666782337095128,0.4163117961546168,False
140,A5,6,0.08010140350433928,0.0681517871446042,1.0,6,0.6079174855509525,0.30394492898274333,False
141,A5,5,0.06954903952073865,0.02524424413681868,0.8,4,-0.23255178150572203,0.4075302101231243,False
