n_channels,channel_ids,max_n_sessions,session_ids,coverage,min_pair_r
159,38;71;85;68;64;66;77;47;76;25;70;67;15;69;146;11;138;130;122;62;32;82;147;80;61;63;19;56;79;21;12;134;13;78;27;43;26;93;95;75;81;9;16;22;148;142;89;31;87;18;105;17;137;83;46;121;1;59;94;52;140;72;30;3;88;153;107;60;14;10;74;23;39;84;36;129;135;92;45;144;91;35;136;97;7;143;86;41;101;152;120;116;24;132;98;160;128;139;37;55;111;112;104;154;126;42;150;8;28;40;156;158;141;109;4;157;151;58;124;99;110;29;96;131;48;119;65;53;106;50;149;57;155;114;49;159;73;145;103;118;5;90;102;54;117;20;113;123;115;34;44;100;125;108;51;133;6;33;127,1,20230330T133602,159,1.000000
