channel,array_name,n_sessions,median_pairwise_r,icc,sign_concordance,n_same_sign,si_mean,si_std,si_median_abs,si_pairwise_median_delta,task_evoked,n_sessions_task_evoked,stable
148,A5,8,-0.05150579042210328,-0.050310037402230404,0.875,7,-0.021118218436754523,0.21831801804923173,0.09181838646278781,0.10128110008004768,False,0,False
149,A5,8,-0.02002022821476567,0.007494821787970982,0.625,5,-0.22281707195932884,0.30546893291725985,0.22846668046774388,0.3891991022645539,False,2,False
150,A5,8,-0.04775789359293339,-0.048633980363662926,0.75,6,-0.11794803346857871,0.5294099802888254,0.521805108787661,0.5455792681815852,False,2,False
151,A5,8,0.09522605948308234,0.08320591775546664,0.625,5,-0.12182249237678588,0.2528118094258291,0.26310399072115626,0.2799615345351824,False,2,False
152,A5,8,0.012976318947318448,0.0071578798023181674,0.75,6,-0.26145686028130344,0.39940558762509604,0.1728720005242513,0.3364881800879458,False,4,False
153,A5,8,0.01365408175750486,0.017879016406369377,0.75,6,-0.2891224693091273,0.6175170484631938,0.5970008122528889,0.6584599610593376,False,3,False
154,A5,8,0.07853299547199687,0.023943170529529215,0.75,6,-0.19849725015810518,0.3573265682407424,0.09966065980859333,0.24642376124816628,False,4,False
155,A5,8,-0.015422230542561944,0.004663962766099323,0.75,6,-0.22270893590554366,0.3421132887616476,0.3066417192107869,0.4287142672317675,False,3,False
156,A5,8,0.0018899773657285778,0.005500090312234387,0.75,6,0.07101630397054931,0.10600551174260592,0.02759994769826485,0.058825402631619304,False,1,False
157,A5,8,-0.02094202988105193,-0.019443474470226107,0.5,4,-0.09642668761869243,0.38539701454442593,0.12596888915589913,0.2971473755152413,False,2,False
158,A5,8,0.013311835005872182,0.03280588466928722,0.5,4,0.08967587108949186,0.35318306661649523,0.13023483834152366,0.3798701186106509,False,1,False
159,A5,8,-0.013168064428701118,-0.008499841596542653,0.75,6,-0.026123904432631705,0.28534795284828607,0.10091365887537046,0.21356225229624232,False,1,False
160,A5,8,0.03804099728267091,0.055780048556115853,0.5,4,0.016249528926592482,0.28355837511325627,0.2470323206126535,0.3615397204911046,False,2,False
