n_channels,channel_ids,max_n_sessions,session_ids,coverage,min_pair_r
160,54;19;55;8;41;49;145;28;63;4;39;59;20;99;33;113;56;102;16;118;103;134;24;117;153;152;47;114;120;101;98;29;13;12;5;6;104;9;52;46;76;32;93;139;128;7;107;50;110;57;111;27;71;48;67;119;26;85;37;35;155;131;51;116;42;160;91;82;86;3;43;17;83;122;105;146;2;36;64;1;45;130;18;38;135;31;68;89;62;44;129;22;157;21;141;58;158;123;81;95;121;112;14;60;53;84;40;140;124;106;30;72;154;109;87;133;137;61;25;143;78;34;148;159;15;92;125;96;75;100;80;97;73;126;11;66;94;156;150;77;79;23;151;69;132;127;70;149;74;115;108;144;90;65;138;142;136;10;88;147,1,20210401T124246,160,1.000000
