n_channels,channel_ids,max_n_sessions,session_ids,coverage,min_pair_r
159,122;146;30;85;38;68;61;41;67;32;70;22;121;76;21;71;43;25;78;63;11;81;69;47;16;142;7;66;29;77;82;9;14;130;87;105;31;95;75;52;39;13;64;134;138;23;80;94;86;148;15;93;27;28;79;26;137;12;91;1;147;62;17;45;60;55;84;65;92;40;133;19;83;3;54;139;72;153;10;24;88;101;96;56;53;18;156;59;4;106;89;115;129;159;136;48;46;42;51;57;157;8;118;140;37;108;6;109;99;73;97;100;145;143;90;116;117;98;119;33;35;131;44;141;74;125;111;104;20;120;58;36;50;150;126;103;128;127;149;152;151;158;154;155;5;132;135;160;49;114;144;107;112;110;34;124;113;102;123,1,20230330T133602,159,1.000000
