n_channels,channel_ids,max_n_sessions,session_ids,coverage,min_pair_r
155,139;122;71;30;95;85;32;22;63;140;146;121;47;43;137;82;147;13;31;15;68;67;153;69;41;76;62;29;66;65;61;87;70;138;142;105;44;156;141;19;52;130;78;9;45;64;80;17;134;11;81;148;18;21;14;23;79;117;77;59;39;133;94;93;4;28;98;1;27;86;149;114;127;136;92;126;53;2;46;120;88;99;143;159;25;34;90;57;75;110;8;60;51;119;83;3;101;48;135;132;10;12;54;58;26;155;84;49;91;116;74;152;6;145;96;154;40;38;42;108;50;106;125;55;73;124;151;72;112;102;104;123;24;109;111;115;33;113;89;158;20;103;150;160;100;118;97;157;128;37;107;129;36;144;56,1,20230607T115959,155,1.000000
