n_channels,channel_ids,max_n_sessions,session_ids,coverage,min_pair_r
160,54;20;19;113;33;145;49;102;103;36;28;117;42;17;154;32;41;100;120;122;8;105;134;73;82;55;50;126;59;63;142;150;57;101;155;3;128;22;79;131;6;158;34;135;43;109;39;125;115;151;56;141;5;96;119;64;44;111;45;107;53;140;147;139;133;121;10;144;74;13;114;104;11;78;80;76;69;83;26;71;51;48;138;86;127;68;75;35;116;18;157;47;52;58;159;92;62;1;136;146;108;37;118;29;98;89;124;81;148;38;2;106;21;90;143;93;23;123;110;15;152;14;77;84;27;153;129;67;65;87;99;132;137;46;40;94;60;70;9;16;130;66;156;12;85;112;95;7;149;91;25;97;88;160;31;24;4;61;72;30,1,20210401T124246,160,1.000000
