n_channels,channel_ids,max_n_sessions,session_ids,coverage,min_pair_r
155,71;13;29;139;47;122;32;147;64;121;62;11;30;63;15;140;66;22;77;80;61;153;70;69;137;87;82;67;31;44;68;148;38;146;41;134;130;26;27;142;105;141;43;10;138;45;81;21;84;28;17;95;149;18;98;3;12;9;60;19;156;85;76;20;93;92;51;94;46;23;59;25;145;83;24;78;136;4;14;39;117;97;89;54;75;52;135;58;88;1;72;2;48;55;160;90;33;65;73;123;96;144;115;152;57;126;103;36;6;129;120;158;157;91;100;102;154;127;74;50;132;99;79;42;143;56;114;108;101;133;112;128;119;53;37;118;86;125;151;116;34;110;111;107;40;150;124;104;8;106;109;155;159;49;113,1,20230607T115959,155,1.000000
