n_channels,channel_ids,max_n_sessions,session_ids,coverage,min_pair_r
160,20;113;19;49;55;10;136;28;4;8;135;63;32;41;83;29;52;2;39;27;24;59;36;145;7;33;42;5;82;46;114;88;56;25;34;64;103;16;47;50;44;18;78;43;62;51;154;23;37;143;6;147;99;76;17;125;153;139;159;138;100;131;97;152;115;137;98;30;93;21;74;133;160;92;96;107;61;40;11;157;142;149;77;31;134;95;116;54;146;105;129;70;150;144;94;45;69;89;38;3;9;102;1;80;122;13;112;85;148;124;48;111;84;87;110;119;58;14;71;140;130;86;75;155;22;90;65;66;141;26;67;53;73;120;72;79;60;151;57;68;109;106;35;81;91;132;118;156;15;123;128;127;104;108;121;158;117;126;101;12,1,20210401T124246,160,1.000000
