n_channels,channel_ids,max_n_sessions,session_ids,coverage,min_pair_r
153,43;15;71;82;147;95;22;32;139;45;63;26;18;69;64;60;11;137;85;30;27;47;140;70;19;17;13;38;62;148;67;9;41;59;1;142;130;153;68;134;122;98;23;29;25;141;28;52;76;121;138;80;46;44;77;61;146;133;87;4;55;116;12;51;21;93;156;65;14;42;81;66;86;6;36;106;31;39;37;54;144;58;123;78;136;88;75;33;3;150;10;97;105;129;109;108;89;50;126;84;128;74;100;49;72;152;40;143;83;53;127;79;57;145;20;114;154;104;149;160;107;158;135;8;118;157;151;120;73;103;90;111;110;155;159;24;99;102;101;34;119;113;115;94;125;91;132;112;2;48;124;96;56,1,20230609T101610,153,1.000000
