n_channels,channel_ids,max_n_sessions,session_ids,coverage,min_pair_r
160,54;117;118;120;20;116;55;49;135;126;19;71;28;125;128;26;102;33;96;39;97;105;107;136;103;98;113;121;106;124;70;10;82;63;8;119;21;144;160;59;56;133;66;17;41;36;6;88;52;122;99;141;77;23;61;127;149;74;152;89;46;153;101;44;147;156;104;32;58;15;90;129;51;150;47;50;159;69;100;42;57;110;83;48;2;112;111;5;134;27;12;86;31;38;85;145;87;73;137;95;53;67;132;138;62;155;79;25;93;18;78;109;37;9;143;68;60;34;114;35;7;16;65;146;14;108;81;72;64;4;13;158;154;45;157;151;3;139;91;142;1;123;94;30;76;92;75;22;43;148;115;29;84;40;11;80;131;130;140;24,1,20210204T131620,160,1.000000
