n_channels,channel_ids,max_n_sessions,session_ids,coverage,min_pair_r
160,120;54;117;28;118;49;20;119;136;103;126;127;19;116;129;135;55;125;153;39;124;99;102;152;66;27;98;134;41;32;154;100;107;110;13;12;137;113;83;111;29;14;59;105;31;6;128;97;26;114;18;9;16;64;141;112;150;10;147;47;151;58;90;132;15;52;36;104;2;67;56;145;96;4;109;23;146;143;108;57;42;71;43;73;86;101;70;35;77;74;106;85;45;122;160;121;63;156;149;38;30;93;159;157;33;95;130;138;50;115;140;44;80;158;46;37;79;61;22;25;69;142;92;11;75;40;53;21;94;76;72;84;144;60;1;3;78;133;7;62;89;155;131;139;48;87;51;65;88;148;81;5;82;17;91;8;34;68;123;24,1,20210204T131620,160,1.000000
